一一	fhfh
坦率	bjub
坦白	bjdy
坦白从宽	bdse
坦荡	bjwh
坦言	bjme
坦诚	bjvu
坦诚相待	bvaj
坦诚相见	bvau
坦途	bjsz
坦陈	bjtl
坦露	bjtu
坩埚	bmbi
坪坝	blbd
坯子	bcyd
坯布	bcgu
坯料	bcmp
坷垃	bzby
坷拉	bzpy
垂下	hwfd
垂体	hwka
垂危	hwro
垂垂老矣	hhrn
垂头丧气	hlbf
垂帘	hwzu
垂帘听政	hzif
垂悬	hwrn
垂手	hwpc
垂手可得	hpzj
垂拱	hwpx
垂挂	hwpb
垂暮	hwwj
垂暮之年	hwdl
垂柳	hwaf
垂死	hwqh
垂死挣扎	hqpp
垂泪	hwhg
垂涎	hwhc
垂涎三尺	hhqm
垂涎已久	hhnr
垂涎欲滴	hhph
垂爱	hwte
垂直	hwgg
垂着	hwig
垂范	hwwh
垂落	hwwh
垂询	hwvs
垂钓	hwcs
垂问	hwbi
垂青	hwzm
垂首	hwvc
垂髫	hwbk
垃圾	bybk
垃圾桶	bban
垃圾箱	bbza
垃圾邮件	bbik
垄断	jbmp
垄沟	jbhs
型号	fwif
型材	fwag
型钢	fwcz
垒球	nngf
垛口	bpiq
垢污	bohr
垦区	tbeo
垦殖	tbqg
垦荒	tbwx
垫付	ptkl
垫圈	ptuv
垫子	ptyd
垫底	ptgq
垫支	ptbh
垫片	ptnb
垫肩	ptfm
垫背	ptnh
垫脚	ptmb
垫脚石	pmqq
垮台	bxni
垮掉	bxpd
埃及	bnkd
埃塞俄比亚	bekf
埋下	bdfd
埋伏	bdkl
埋单	bdvs
埋名	bdxi
埋在	bdgk
埋头	bdlx
埋头苦干	blwl
埋怨	bdxw
埋汰	bdhx
埋没	bdhq
埋葬	bdwq
埋藏	bdwu
埋设	bdvq
城下	bufd
城中	buik
城中村	bial
城主	buog
城乡	buff
城乡居民	bfmn
城乡差别	bfii
城关	buvx
城内	buzs
城北	bunh
城区	bueo
城厢	buoa
城堡	buki
城墙	bubb
城壕	bubw
城外	buxd
城头	bulx
城市	buuu
城市化	bukh
城府	bugk
城建	buuv
城投	bupq
城根	buat
城楼	buam
城池	buhh
城管	buze
城邦	buzt
城郊	buco
城郭	buwy
城里	budn
城里人	bdsi
城铁	bucc
城镇	bucg
城镇化	bckh
城门	bubo
城门失火	bbcy
城阙	bubv
城防	butm
城阳	butj
城际	butd
城隍	butd
域名	bixi
域外	bixd
埠头	bclx
培养	byio
培土	bybm
培根	byat
培植	byag
培育	bypm
培训	byvj
培训中心	bvin
培训班	bvgk
基业	mvoq
基于	mvfg
基价	mvks
基体	mvka
基佬	mvkr
基准	mvlv
基因	mvux
基因工程	munz
基因组	murr
基团	mvug
基地	mvbh
基尼系数	mmcm
基层	mvmp
基层组织	mmrr
基岩	mvdq
基干	mvlr
基座	mvgs
基建	mvuv
基数	mvms
基本	mvaf
基本上	madf
基本内容	maze
基本准则	mald
基本功	mana
基本单位	mavk
基本原则	maod
基本原理	maog
基本国策	mauz
基本建设	mauv
基本情况	manl
基本方针	mamc
基本权利	maaz
基本条件	majk
基本法	mahb
基本理论	magv
基本矛盾	mamo
基本粒子	mamy
基本纲领	mart
基本要求	maqf
基本路线	maur
基本问题	mabj
基材	mvag
基板	mvao
基点	mvdi
基督	mvdf
基督教	mdry
基石	mvqq
基础	mvqi
基础上	mqdf
基础代谢	mqkv
基础学科	mqhz
基础建设	mquv
基础性	mqnd
基础教育	mqrp
基础知识	mqev
基础研究	mqqz
基础设施	mqvm
基础课	mqvs
基站	mvyd
基线	mvrf
基肥	mvme
基色	mvre
基诺族	mvml
基调	mvvz
基质	mvog
基辛格	mjaq
基金	mvtk
基金会	mtsp
基隆	mvtj
堂主	xbog
堂会	xbsp
堂倌	xbke
堂兄	xbia
堂哥	xbzz
堂堂	xbxb
堂堂正正	xxff
堂妹	xbsj
堂姐	xbsr
堂客	xbeq
堂屋	xbmc
堂弟	xbvu
堂房	xbfm
堂皇	xbdg
堂而皇之	xudd
堂鼓	xbhb
堆叠	bvww
堆在	bvgk
堆放	bvmr
堆栈	bvaf
堆满	bvhw
堆焊	bvyj
堆着	bvig
堆砌	bvql
堆积	bvzi
堆积如山	bzsd
堆积成山	bzud
堆笑	bvzc
堆肥	bvme
堆起	bvqj
堑壕	yobw
堕入	tgxj
堕胎	tgmn
堕落	tgwh
堕马	tgxh
堡垒	kinn
堡子	kiyd
堤坝	bjbd
堤岸	bjdo
堤防	bjtm
堪培拉	bbpy
堪忧	bmng
堪称	bmzr
堪称一绝	bzfr
堪舆	bmwy
堵住	brko
堵嘴	bril
堵塞	breb
堵心	brng
堵截	brgi
堵漏	brhm
堵车	bryf
塌台	bjni
塌实	bjel
塌方	bjmx
塌陷	bjtr
塑像	vikw
塑封	vibb
塑性	vind
塑料	vimp
塑料布	vmgu
塑料袋	vmkn
塑胶	vimc
塑身	vilc
塑造	vili
塑钢	vicz
塔利班	bzgk
塔台	bwni
塔吉克族	bmqm
塔吊	bwiu
塔城	bwbu
塔塔尔族	bbrm
塔尖	bwox
塔座	bwgs
塔林	bwaa
塔楼	bwam
塔顶	bwuk
塘坝	bgbd
塞内加尔	ezar
塞北	ebnh
塞外	ebxd
塞子	ebyd
塞尔维亚	errf
塞浦路斯	ehum
塞满	ebhw
塞班	ebgk
塞纳	ebrz
塞给	ebrt
塞翁失马	evcx
塞责	ebzd
塞车	ebyf
塞进	ebbl
塞黑	ebuc
填上	bgdf
填充	bgpa
填充物	bpls
填入	bgxj
填写	bgef
填塞	bgeb
填平	bglv
填房	bgfm
填报	bgpw
填料	bgmp
填满	bghw
填空	bgzn
填筑	bgzn
填色	bgre
填补	bgod
填表	bgzo
填词	bgvp
填饱	bgfs
填鸭	bgsw
境内	bazs
境内外	bzxd
境况	bali
境地	babh
境外	baxd
境界	bass
境遇	basf
墓园	wjur
墓地	wjbh
墓室	wjec
墓志	wjmn
墓志铭	wmcx
墓碑	wjqd
墓穴	wjzi
墓葬	wjwq
墓表	wjzo
墓道	wjvc
墙上	bbdf
墙体	bbka
墙倒众人推	bksp
墙壁	bbrb
墙外	bbxd
墙头	bblx
墙头草	blwj
墙根	bbat
墙砖	bbqr
墙纸	bbrq
墙脚	bbmb
墙裙	bbos
墙角	bbrq
墙边	bbal
墙面	bbhf
增产	bvyo
增值	bvkg
增值税	bkzv
增光	bvsj
增兵	bvov
增减	bvlu
增刊	bvlk
增删	bvjk
增加	bvai
增压	bvob
增发	bviw
增城	bvbu
增多	bvxx
增大	bvxi
增容	bvep
增幅	bvuf
增广贤文	bgkw
增开	bvfw
增强	bvoi
增持	bvpb
增援	bvpt
增收	bvhr
增收节支	bhwb
增效	bvco
增殖	bvqg
增派	bvho
增添	bvhf
增生	bvdh
增白	bvdy
增白剂	bdak
增益	bvhb
增肥	bvme
增至	bvcy
增色	bvre
增补	bvod
增订	bvvu
增设	bvvq
增资	bvlf
增辉	bvse
增进	bvbl
增选	bvla
增速	bvul
增重	bvhd
增量	bvjf
增长	bvxk
增长率	bxub
增高	bvwn
墨子	ubyd
墨守成规	ueus
墨宝	ubeg
墨客	ubeq
墨家	ubek
墨尔本	uraf
墨斗	ubpf
墨斗鱼	upei
墨水	ubhg
墨汁	ubhg
墨玉	ubgo
墨盒	ubti
墨索里尼	ugdm
墨线	ubrf
墨绿	ubrs
墨翟	ubev
墨菲	ubwd
墨西哥	uqzz
墨迹	ubuy
墨迹未干	uujl
墨镜	ubca
墨香	ubzj
墨鱼	ubei
墩布	bwgu
壁上观	rdwu
壁垒	rbnn
壁垒分明	rnvj
壁垒森严	rnaf
壁报	rbpw
壁挂	rbpb
壁柜	rbae
壁橱	rbao
壁毯	rboy
壁灯	rbyu
壁炉	rbyf
壁球	rbgf
壁画	rbfs
壁立	rbyq
壁立千仞	ryhk
壁纸	rbrq
壁虎	rbqb
壁钟	rbci
壁障	rbta
壁饰	rbfl
壅塞	ufeb
壕堑	bwyo
壕沟	bwhs
士为知己者死	moeq
士兵	mfov
士别三日	miqj
士卒	mfus
士可杀不可辱	mzoq
士大夫	mxsv
士官	mfeu
士族	mfml
士气	mffq
士绅	mfrj
壮丁	nmue
壮丽	nmfm
壮举	nmhv
壮健	nmku
壮士	nmmf
壮士断腕	nmmm
壮大	nmxi
壮实	nmel
壮工	nmnv
壮年	nmlg
壮心不已	nncn
壮志	nmmn
壮志凌云	nmlp
壮志未酬	nmjt
壮怀	nmnc
壮怀激烈	nnhq
壮族	nmml
壮汉	nmhw
壮烈	nmqk
壮硕	nmqk
壮美	nmix
壮胆	nmmj
壮行	nmfj
壮观	nmwu
壮阔	nmbh
壮阳	nmtj
声东击西	mlpq
声中	mmik
声乐	mmno
声像	mmkw
声势	mmpt
声势显赫	mpjb
声势浩大	mphx
声卡	mmdf
声名	mmxi
声名大噪	mxxi
声名大振	mxxp
声名扫地	mxpb
声名狼藉	mxlw
声名赫赫	mxbb
声名远播	mxrp
声名鹊起	mxxq
声呐	mmiz
声响	mmic
声嘶力竭	miay
声声	mmmm
声声入耳	mmxq
声如洪钟	mshc
声威	mmuf
声威大震	muxt
声学	mmhe
声带	mmfe
声张	mmox
声息	mmcn
声情并茂	mnvw
声扬	mmpp
声控	mmpz
声援	mmpt
声旁	mmye
声明	mmjm
声望	mmxm
声母	mmqt
声气	mmfq
声波	mmhe
声泪俱下	mhkf
声浪	mmho
声源	mmho
声码	mmqx
声称	mmzr
声纳	mmrz
声能	mmnm
声腔	mmmz
声色	mmre
声色俱厉	mrko
声色犬马	mrlx
声言	mmme
声誉	mmhv
声誉鹊起	mhxq
声讨	mmvl
声讯	mmvp
声讯台	mvni
声调	mmvz
声辩	mmjv
声速	mmul
声道	mmvc
声部	mmyi
声闻	mmbq
声音	mmar
声频	mmll
壳斗	mepf
壳牌	mend
壶盖	meib
处世	jdxp
处之	jddo
处事	jdfi
处于	jdfg
处以	jdhs
处决	jdle
处分	jdvk
处刑	jdfw
处变不惊	jucn
处在	jdgk
处境	jdba
处士	jdmf
处处	jdjd
处女	jdsm
处女作	jske
处女地	jsbh
处女膜	jsmw
处子	jdyd
处心积虑	jnzq
处所	jdfo
处方	jdmx
处方药	jmwr
处暑	jdjr
处死	jdqh
处治	jdhn
处理	jdgd
处理器	jgrl
处男	jdsa
处级	jdrk
处罚	jdyv
处置	jdyg
处长	jdxk
备件	jskl
备份	jskv
备办	jsav
备取	jsqw
备受	jste
备受瞩目	jtgg
备品	jsir
备好	jssy
备忘	jsxn
备忘录	jxsh
备战	jsdi
备料	jsmp
备查	jsaj
备案	jses
备注	jsho
备用	jsql
备考	jsrf
备耕	jsfb
备胎	jsmn
备至	jscy
备课	jsvs
备货	jskh
备述	jsao
备选	jsla
备齐	jsae
复习	ljfz
复习题	lfjk
复交	ljco
复仇	ljkd
复会	ljsp
复位	ljky
复信	ljkm
复元	ljra
复兴	ljhv
复写	ljef
复写纸	lerq
复出	ljiz
复函	ljph
复刊	ljlk
复利	ljzk
复制	ljlu
复制品	llir
复印	ljnf
复印件	lnkl
复印机	lnap
复原	ljod
复发	ljiw
复古	ljqm
复句	ljtq
复合	ljti
复合型	ltfw
复合材料	ltam
复合词	ltvp
复员	ljid
复命	ljti
复垦	ljtb
复姓	ljsd
复婚	ljsq
复学	ljhe
复审	ljej
复工	ljnv
复式	ljnn
复归	ljks
复数	ljms
复方	ljmx
复旦	ljjf
复旦大学	ljxh
复旧	ljkj
复明	ljjm
复本	ljaf
复杂	ljda
复杂性	ldnd
复杂的	ldds
复查	ljaj
复核	ljay
复检	ljat
复活	ljhv
复活节	lhww
复燃	ljym
复牌	ljnd
复生	ljdh
复电	ljjp
复盘	ljlb
复眼	ljgt
复种	ljzi
复线	ljrf
复航	ljlu
复苏	ljwa
复议	ljvo
复诊	ljvs
复试	ljvn
复读	ljvg
复读机	lvap
复课	ljvs
复赛	ljeb
复转	ljyr
复辟	ljrk
复述	ljao
复通	ljnq
夏令	fctn
夏令营	ftwe
夏侯	fcke
夏利	fczk
夏历	fcoa
夏夜	fcuk
夏天	fcfx
夏威夷	fuxo
夏娃	fcsb
夏季	fczy
夏收	fchr
夏日	fcje
夏日炎炎	fjyy
夏普	fcvo
夏朝	fcgj
夏末	fcfa
夏眠	fcgn
夏粮	fcmo
夏练三伏	frqk
夏至	fccy
夏花	fcwk
夏衍	fcfh
夏衣	fcor
夏装	fcnm
夕烟	xuyu
夕照	xujk
夕阳	xutj
夕阳西下	xtqf
外乡	xdff
外事	xdfi
外交	xdco
外交官	xceu
外交辞令	xcvt
外交部	xcyi
外交部长	xcyx
外人	xdsi
外企	xdsl
外传	xdkr
外伤	xdkl
外侧	xdkd
外侨	xdkc
外借	xdkx
外债	xdkz
外公	xdvn
外出	xdiz
外分泌	xvhn
外切	xdlk
外力	xdau
外功	xdna
外加	xdai
外务	xdja
外勤	xdxi
外包	xdsd
外协	xdga
外卖	xdgp
外县	xdrn
外史	xdio
外号	xdif
外向	xdcz
外商	xdyz
外因	xdux
外围	xduq
外国	xdug
外国人	xusi
外国语	xuvj
外圆内方	xuzm
外圈	xduv
外在	xdgk
外地	xdbh
外地人	xbsi
外场	xdbp
外域	xdbi
外埠	xdbc
外墙	xdbb
外壳	xdme
外头	xdlx
外套	xdxs
外姓	xdsd
外婆	xdhe
外媒	xdsm
外嫁	xdse
外子	xdyd
外存	xdgk
外孙	xdyo
外孙女	xysm
外客	xdeq
外家	xdek
外宾	xdeo
外寇	xder
外层	xdmp
外屋	xdmc
外币	xdcu
外带	xdfe
外延	xdcl
外强中干	xoil
外形	xdfw
外径	xdjw
外心	xdng
外快	xdne
外患	xdnk
外感	xduf
外戚	xdud
外扬	xdpp
外拍	xdpd
外挂	xdpb
外接	xdpy
外援	xdpt
外敌	xdvr
外教	xdry
外敷	xdgm
外文	xdwm
外方	xdmx
外星	xdjd
外星人	xjsi
外显	xdjo
外景	xdjw
外服	xdmw
外来	xdjv
外来户	xjfk
外柔内刚	xmzz
外框	xdae
外气	xdfq
外汇	xdhe
外泄	xdhx
外派	xdho
外流	xdhp
外海	xdhl
外溢	xdhh
外滩	xdhw
外焦里嫩	xvds
外甥	xdds
外甥女	xdsm
外用	xdql
外电	xdjp
外界	xdss
外痔	xdxb
外皮	xdem
外相	xdag
外省	xdoc
外码	xdqx
外祖母	xdqt
外祖父	xdvo
外科	xdzp
外篇	xdzf
外籍	xdzf
外籍华人	xzks
外线	xdrf
外经	xdrw
外经贸	xrfd
外缘	xdrs
外置	xdyg
外翻	xdcm
外耳	xdqg
外联	xdqv
外聘	xdqi
外胎	xdmn
外舅	xdws
外藩	xdwh
外行	xdfj
外衣	xdor
外表	xdzo
外观	xdwu
外设	xdvq
外语	xdvj
外语系	xvch
外调	xdvz
外貌	xdld
外财	xddg
外贸	xdfd
外资	xdlf
外资企业	xlso
外路	xduq
外踝	xdus
外轮	xdyh
外边	xdal
外迁	xdhl
外运	xdpl
外送	xdvx
外逃	xdal
外遇	xdsf
外道	xdvc
外部	xdyi
外野	xddm
外链	xdcy
外销	xdco
外键	xdcu
外长	xdxk
外间	xdbj
外阴	xdtm
外院	xdte
外需	xdtu
外露	xdtu
外面	xdhf
外频	xdll
夙兴夜寐	phue
夙夜	pquk
夙愿	pqod
夙敌	pqvr
多不胜数	xcmm
多个	xxsk
多久	xxro
多么	xxcn
多义	xxoo
多事	xxfi
多事之秋	xfdz
多于	xxfg
多亏	xxrp
多云	xxpd
多些	xxlh
多伦多	xkxx
多位	xxky
多余	xxsz
多做	xxkq
多元	xxra
多元化	xrkh
多党制	xxlu
多出	xxiz
多则	xxdk
多功能	xnnm
多加	xxai
多动症	xpxf
多劳多得	xwxj
多半	xxvp
多发	xxiw
多变	xxuy
多台	xxni
多吃	xxil
多名	xxxi
多咱	xxic
多哈	xxit
多喝	xxij
多嘴	xxil
多国	xxug
多国部队	xuyt
多处	xxjd
多多关照	xxvj
多多少少	xxoo
多多益善	xxhi
多大	xxxi
多头	xxlx
多好	xxsy
多如牛毛	xslo
多姿多彩	xlxt
多媒体	xska
多孔	xxyp
多家	xxek
多寡	xxew
多少	xxoc
多少人	xosi
多少年	xolg
多少年来	xolj
多少次	xolf
多少钱	xocf
多层	xxmp
多幕剧	xwmq
多年	xxlg
多年前	xlvm
多年来	xljv
多年生	xldh
多彩	xxta
多彩多姿	xtxl
多得	xxjj
多心	xxng
多情	xxnz
多想	xxag
多愁	xxzy
多愁善感	xziu
多才多艺	xgxw
多收	xxhr
多数	xxms
多数人	xmsi
多方	xxmx
多方面	xmhf
多日	xxje
多时	xxjl
多月	xxmd
多条	xxja
多极	xxak
多样	xxai
多样化	xakh
多样性	xand
多次	xxlf
多款	xxmd
多此一举	xlfh
多深	xxhe
多灾多难	xexw
多点	xxdi
多瑙河	xghz
多用	xxql
多疑	xxhe
多看	xxpg
多礼	xxdp
多种	xxzi
多种多样	xzxa
多端	xxyd
多管	xxze
多管闲事	xzbf
多米尼克	xmmq
多米尼加	xmma
多米诺骨牌	xmvn
多糖	xxmg
多级	xxrk
多练	xxrl
多给	xxrt
多维	xxrv
多肉	xxzs
多虑	xxqn
多行不义必自毙	xfch
多言	xxme
多话	xxvv
多说	xxvv
多谢	xxvl
多赚	xxdv
多路	xxuq
多边	xxal
多边形	xafw
多边贸易	xafj
多达	xxxl
多远	xxra
多退少补	xtoo
多选	xxla
多重	xxhd
多长	xxxk
多难兴邦	xwhz
多面	xxhf
多面体	xhka
多面手	xhpc
多音	xxar
多音字	xaey
多项	xxnk
多高	xxwn
夜不归宿	ucke
夜不能寐	ucne
夜不闭户	ucbf
夜以继日	uhrj
夜光	uksj
夜半	ukvp
夜叉	ukwo
夜场	ukbp
夜壶	ukme
夜夜	ukuk
夜夜笙歌	uuzz
夜大	ukxi
夜奔	ukxg
夜宴	ukej
夜宵	ukeo
夜巡	ukjl
夜市	ukuu
夜幕	ukwj
夜幕降临	uwtk
夜店	ukgd
夜总会	uvsp
夜战	ukdi
夜明珠	ujgc
夜晚	ukjz
夜景	ukjw
夜曲	ukrw
夜有所梦	ugfa
夜来	ukjv
夜来香	ujzj
夜校	ukac
夜深	ukhe
夜深人静	uhsz
夜游	ukhm
夜灯	ukyu
夜猫子	ulyd
夜班	ukgk
夜生活	udhv
夜盲	ukxg
夜空	ukzn
夜色	ukre
夜莺	ukwe
夜行	ukfj
夜视	ukdu
夜车	ukyf
夜郎自大	uocx
夜里	ukdn
夜长梦多	uxax
夜间	ukbj
夜阑	ukbu
夜阑人静	ubsz
夜雨	uktf
夜静更深	uzth
夜风	ukpo
夜饭	ukfo
夜黑风高	uupw
够了	txfu
够劲	txwn
够吗	txix
够呛	txis
够多	txxx
够意思	tasn
够戗	txsw
够数	txms
够朋友	tmgw
够本	txaf
够格	txaq
够用	txql
够胆	txmj
夤夜	xeuk
夤缘	xers
大一	xifh
大丈夫	xfsv
大三	xiqn
大不一样	xcfa
大不了	xcfu
大不列颠	xcqg
大不如前	xcsv
大不相同	xcaz
大专	xirp
大专院校	xrta
大业	xioq
大中型	xifw
大中型企业	xifo
大为改观	xojw
大丽花	xfwk
大举	xihv
大义	xioo
大义凛然	xolm
大义灭亲	xofy
大乘	xizn
大乱	xivp
大事	xifi
大事化小	xfko
大事记	xfvj
大二	xirl
大于	xifg
大些	xilh
大亨	xiwf
大人	xisi
大人物	xsls
大仙	xikd
大件	xikl
大任	xikc
大企业	xsoq
大众	xiss
大众化	xskh
大伙	xiky
大伙儿	xkah
大会	xisp
大会堂	xsxb
大伤元气	xkrf
大伯	xikd
大体	xika
大体上	xkdf
大作	xike
大佬	xikr
大使	xikf
大使馆	xkfe
大侠	xiks
大便	xikt
大修	xikk
大儒	xikt
大元帅	xrku
大全	xisg
大公	xivn
大公司	xvpf
大公无私	xvuz
大关	xivx
大兴	xihv
大兴土木	xhba
大兴安岭	xhed
大兵	xiov
大典	xijv
大内	xizs
大写	xief
大军	xiey
大凡	xipo
大出血	xicb
大刀	xikg
大刀阔斧	xkbv
大别山	xids
大前天	xvfx
大前提	xvpj
大副	xifi
大力	xiau
大力发展	xaim
大力士	xamf
大力开展	xafm
大力支持	xabp
大功	xina
大功告成	xnlu
大加赞赏	xalx
大动干戈	xpli
大动肝火	xpmy
大动脉	xpmo
大势	xipt
大势已去	xpnb
大势所趋	xpfq
大包	xisd
大包大揽	xsxp
大区	xieo
大千世界	xhxs
大半	xivp
大半夜	xvuk
大卡车	xdyf
大卫	xiwf
大卸八块	xuvb
大厅	xiou
大厦	xiof
大厨	xioe
大发	xiiw
大发展	ximx
大发慈悲	xivd
大发脾气	ximf
大发雷霆	xitt
大叔	xidf
大受欢迎	xtwn
大变	xiuy
大口	xiiq
大口吃肉	xiiz
大叫	xiih
大可不必	xzcn
大号	xiif
大吃	xiil
大吃一惊	xifn
大吃大喝	xixi
大合唱	xtij
大吉	ximi
大吉大利	xmxz
大同	xizf
大同小异	xzod
大名	xixi
大名鼎鼎	xxgg
大后天	xofx
大后方	xomx
大吵大闹	xixb
大吹大擂	xixp
大吼	xiiy
大呼	xiic
大呼小叫	xioi
大哥	xizz
大哭	xirl
大唐	xigu
大喊	xiiu
大喊大叫	xixi
大喜	xihi
大喜大悲	xhxd
大喜过望	xhlx
大喝	xiij
大喝一声	xifm
大嘴	xiil
大器晚成	xrju
大团圆	xuui
大团结	xurm
大国	xiug
大图	xiuj
大圈	xiuv
大圣	xiwb
大地	xibh
大地回春	xbuz
大块	xibe
大块吃肉	xbiz
大块头	xblx
大坝	xibd
大型	xifw
大堂	xixb
大堆	xibv
大堤	xibj
大增	xibv
大声	ximm
大声疾呼	xmxi
大处着眼	xjig
大多	xixx
大多数	xxms
大多数人	xxms
大多是	xxjk
大大	xixi
大大咧咧	xxii
大大小小	xxoo
大大提高	xxpw
大大方方	xxmm
大夫	xisv
大失所望	xcfx
大头	xilx
大头菜	xlwt
大头针	xlcg
大奖	xinx
大好	xisy
大好山河	xsdh
大好形势	xsfp
大好时机	xsja
大好河山	xshd
大妈	xisx
大姐	xisr
大姨妈	xssx
大娘	xiso
大婚	xisq
大婶	xise
大嫂	xisw
大字	xiey
大字不识	xecv
大学	xihe
大学毕业	xhho
大学生	xhdh
大宋	xiea
大宗	xied
大官	xieu
大宝	xieg
大宴宾客	xeee
大家	xiek
大家好	xesy
大家庭	xegc
大家闺秀	xebz
大家风范	xepw
大富大贵	xexj
大寒	xieb
大将	xinx
大将军	xney
大将风度	xnpg
大尉	ximd
大小	xiot
大小不一	xocf
大小不等	xocz
大小姐	xosr
大少爷	xovo
大局	ximp
大局已定	xmne
大屏幕	xmwj
大展宏图	xmeu
大屠杀	xmoa
大山	xids
大巧若拙	xnwp
大巴	xiew
大帅	xiku
大师	xikf
大师傅	xkkg
大帝	xiye
大幅	xiuf
大幅度	xugx
大干	xilr
大干一场	xlfb
大年	xilg
大年三十	xlqg
大年初一	xlof
大年夜	xluk
大庆	xigx
大度	xigx
大庭广众	xggs
大建	xiuv
大开大合	xfxt
大开杀戒	xfoi
大开眼界	xfgs
大开绿灯	xfry
大弟	xivu
大张旗鼓	xomh
大彻大悟	xjxn
大德	xijg
大忌	xijn
大忙	xinx
大快人心	xnsn
大快朵颐	xnpd
大怒	xisw
大恩大德	xuxj
大悲	xidn
大惊	xinw
大惊失色	xncr
大惊小怪	xnon
大惑不解	xicr
大意	xian
大意失荆州	xacj
大慈大悲	xvxd
大戏	xiwi
大成	xiup
大我	xicp
大战	xidi
大户	xifk
大手	xipc
大手大脚	xpxm
大手笔	xpzo
大打出手	xpip
大打折扣	xppp
大扫除	xpts
大批	xiph
大把	xipe
大抵	xipq
大拇指	xpph
大捷	xipf
大排档	xpao
大摇大摆	xpxp
大放厥词	xmov
大放异彩	xmdt
大政	xifl
大政方针	xfmc
大敌	xivr
大敌当前	xvov
大方	ximx
大族	ximl
大旗	ximl
大无畏	xusf
大明	xijm
大是大非	xjxd
大显身手	xjlp
大智大勇	xexn
大智若愚	xews
大暑	xijr
大暴雨	xjtf
大曲	xirw
大月	ximd
大有人在	xgsg
大有作为	xgko
大有可为	xgzo
大有希望	xgox
大有文章	xgwa
大有裨益	xgoh
大有起色	xgqr
大本	xiaf
大本营	xawe
大杂烩	xdys
大杂院	xdte
大权在握	xagp
大权旁落	xayw
大权独揽	xalp
大材小用	xaoq
大板	xiao
大树	xiaw
大校	xiac
大案	xies
大案要案	xeqe
大桥	xiac
大梁	xihk
大梦	xiaa
大梦初醒	xaot
大棒	xiaz
大棚	xiam
大森林	xaaa
大楷	xiah
大楼	xiam
大概	xiat
大概其	xamv
大模大样	xaxa
大款	ximd
大步	xill
大步流星	xlhj
大段	xipf
大殿	ximx
大毛	xiou
大气	xifq
大气候	xfkk
大气压	xfob
大气层	xfmp
大气污染	xfhh
大气磅礴	xfqq
大水	xihg
大汉	xihw
大汗	xihl
大汗淋漓	xhhh
大江	xihn
大江东去	xhlb
大江南北	xhgn
大河	xihz
大治	xihn
大法	xihb
大洋	xihi
大洋洲	xhhj
大洞	xihz
大洲	xihj
大浪	xiho
大浪淘沙	xhhh
大海	xihl
大海捞针	xhpc
大涨	xiho
大清	xihz
大漠	xihw
大潮	xihg
大火	xiyv
大炮	xiys
大烟	xiyu
大煞风景	xrpj
大熊猫	xnlw
大爱	xite
大爷	xivo
大片	xinb
大牌	xind
大牙	xiyb
大牢	xiel
大猩猩	xllj
大献殷勤	xgox
大王	xigi
大环境	xgba
大班	xigk
大理	xigd
大理石	xgqq
大田	xisl
大男大女	xsxs
大略	xisq
大病	xixf
大白	xidy
大白菜	xdwt
大盖帽	xiuj
大盗	xilf
大盘	xilb
大相径庭	xajg
大省	xioc
大眼	xigt
大眼睛	xggz
大眼瞪小眼	xggg
大石	xiqq
大码	xiqx
大碗	xiqe
大碟	xiqx
大礼	xidp
大礼堂	xdxb
大神	xidj
大祸	xidi
大祸临头	xdkl
大禹治水	xchh
大站	xiyd
大笑	xizc
大笔	xizo
大笔一挥	xzfp
大管	xize
大篆	xizs
大米	ximg
大类	ximx
大粪	ximx
大红	xirn
大红大紫	xrxl
大红大绿	xrxr
大约	xirs
大纲	xirz
大统	xirp
大罪	xiyd
大群	xisc
大老粗	xrmr
大老远	xrra
大考	xirf
大而无当	xuuo
大肆	xisu
大肆宣传	xsek
大肠	ximp
大胆	ximj
大胜	ximd
大脑	ximu
大脑皮层	xmem
大脚	ximb
大腕	xime
大腹便便	xmkk
大腿	ximt
大臣	xidz
大自然	xcml
大致	xicr
大舌头	xvlx
大船	xilp
大节	xiww
大英	xiwz
大草原	xwod
大获全胜	xwsm
大营	xiwe
大葱	xiws
大蒜	xiwd
大虫	xijw
大虾	xijf
大蛇	xije
大行其道	xfmv
大街	xifb
大街小巷	xfox
大衣	xior
大襟	xioa
大西北	xqnh
大西洋	xqhi
大观	xiwu
大规模	xsaw
大解	xirq
大言不惭	xmcn
大计	xivg
大话	xivv
大话西游	xvqh
大课	xivs
大调	xivz
大豆	xiei
大象	xiwp
大象无形	xwuf
大败	xidr
大费周折	xuzp
大费周章	xuza
大资产阶级	xlyr
大赛	xieb
大赦	xiby
大赦天下	xbff
大起大落	xqxw
大跃进	xubl
大跌	xiuc
大跌眼镜	xugc
大路	xiuq
大路货	xukh
大踏步	xull
大车	xiyf
大连	xiyl
大连市	xyuu
大逆不道	xvcv
大选	xila
大道	xivc
大部	xiyi
大部分	xyvk
大都	xirj
大酒店	xhgd
大量	xijf
大钞	xico
大钟	xici
大钱	xicf
大错	xicx
大错特错	xclc
大门	xibo
大门不出	xbci
大闹	xibu
大队	xits
大队人马	xtsx
大阪	xito
大陆	xitp
大陆架	xtai
大院	xite
大难临头	xwkl
大雁	xiok
大雄	xign
大雄宝殿	xgem
大雨	xitf
大雨倾盆	xtkv
大雨滂沱	xthh
大雪	xits
大雪纷飞	xtri
